NÚMERO DE TICKET;ITEM;IDESTILO;ESTILO;FECHA DE VENTA;CANTIDAD;IDTAMAÑO;TAMAÑO;PRECIO DE LISTA;PRECIO DE VENTA;COSTO UNITARIO;TIPO DE CALZADO;IDLOCAL;LOCAL;TIPO DE LOCAL;IDCIUDAD;CIUDAD;ESTADO;PAÍS;MONTO VENDIDO;COSTO DE VENTA;UTILIDAD
57404;1;C003;CONFORT NEW YORK;03/03/2021;1;30M;30 Y MEDIO; $1.681,00 ; $1.681,00 ; $396,00 ;CABALLERO;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.681,00 ; $396,00 ; $1.285,00 
57415;1;D004;PANAMA;03/03/2021;1;25M;25 Y MEDIO; $1.448,00 ; $1.332,00 ; $421,00 ;DAMA;16;TLAQUEPAQUE;POPULAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.332,00 ; $421,00 ; $911,00 
57439;1;D004;PANAMA;03/03/2021;1;27M;27 Y MEDIO; $1.591,00 ; $1.591,00 ; $421,00 ;DAMA;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.591,00 ; $421,00 ; $1.170,00 
57439;2;D007;REFLEXION EDGE;03/03/2021;1;19M;19 Y MEDIO; $1.064,00 ; $1.064,00 ; $387,00 ;DAMA;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.064,00 ; $387,00 ; $677,00 
57525;1;S001;RAPTOR;03/03/2021;1;26M;26 Y MEDIO; $1.799,00 ; $1.799,00 ; $434,00 ;DEPORTIVO;1;NUEVO SUR;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.799,00 ; $434,00 ; $1.365,00 
57555;1;C004;MIRIDIA;03/03/2021;1;27N;27 NORMAL; $901,00 ; $901,00 ; $392,00 ;CABALLERO;16;TLAQUEPAQUE;POPULAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $901,00 ; $392,00 ; $509,00 
57627;1;D003;MERLE POINT;03/03/2021;1;21N;21 NORMAL; $1.212,00 ; $1.151,00 ; $442,00 ;DAMA;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.151,00 ; $442,00 ; $709,00 
57662;1;U002;MINIMAL ECHO;03/03/2021;1;22N;22 NORMAL; $1.069,00 ; $1.069,00 ; $460,00 ;UNISEX;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.069,00 ; $460,00 ; $609,00 
57672;1;S003;ULTRA-ALIVE;03/03/2021;1;24N;24 NORMAL; $1.999,00 ; $1.999,00 ; $388,00 ;DEPORTIVO;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.999,00 ; $388,00 ; $1.611,00 
57681;1;C002;CONFORT MILAN;03/03/2021;1;22N;22 NORMAL; $1.844,00 ; $1.844,00 ; $420,00 ;CABALLERO;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.844,00 ; $420,00 ; $1.424,00 
57683;1;C003;CONFORT NEW YORK;03/03/2021;1;22M;22 Y MEDIO; $1.681,00 ; $1.681,00 ; $396,00 ;CABALLERO;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.681,00 ; $396,00 ; $1.285,00 
57685;1;C001;COMFORT VERONA;04/03/2021;4;29N;29 NORMAL; $1.507,00 ; $1.507,00 ; $393,00 ;CABALLERO;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $6.028,00 ; $1.572,00 ; $4.456,00 
57686;1;C003;CONFORT NEW YORK;04/03/2021;1;18M;18 Y MEDIO; $1.479,00 ; $1.479,00 ; $396,00 ;CABALLERO;11;ARAGON;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.479,00 ; $396,00 ; $1.083,00 
57693;1;S001;RAPTOR;04/03/2021;1;27M;27 Y MEDIO; $1.799,00 ; $1.799,00 ; $434,00 ;DEPORTIVO;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.799,00 ; $434,00 ; $1.365,00 
57699;1;C003;CONFORT NEW YORK;04/03/2021;1;28N;28 NORMAL; $1.479,00 ; $1.479,00 ; $396,00 ;CABALLERO;11;ARAGON;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.479,00 ; $396,00 ; $1.083,00 
57702;1;D001;SPLEND MARNA;04/03/2021;1;20M;20 Y MEDIO; $1.272,00 ; $1.272,00 ; $397,00 ;DAMA;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.272,00 ; $397,00 ; $875,00 
57703;1;D005;SERENA STORM;04/03/2021;1;26N;26 NORMAL; $2.033,00 ; $2.033,00 ; $459,00 ;DAMA;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $2.033,00 ; $459,00 ; $1.574,00 
57709;1;S001;RAPTOR;04/03/2021;1;22N;22 NORMAL; $1.799,00 ; $1.799,00 ; $434,00 ;DEPORTIVO;13;ANDARES;PREMIUM;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.799,00 ; $434,00 ; $1.365,00 
57721;1;C004;MIRIDIA;04/03/2021;1;29N;29 NORMAL; $1.153,00 ; $1.153,00 ; $392,00 ;CABALLERO;1;NUEVO SUR;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.153,00 ; $392,00 ; $761,00 
57749;1;D005;SERENA STORM;04/03/2021;1;26N;26 NORMAL; $2.033,00 ; $2.033,00 ; $459,00 ;DAMA;1;NUEVO SUR;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $2.033,00 ; $459,00 ; $1.574,00 
57765;1;S003;ULTRA-ALIVE;05/03/2021;1;21N;21 NORMAL; $1.738,00 ; $1.738,00 ; $388,00 ;DEPORTIVO;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.738,00 ; $388,00 ; $1.350,00 
57768;1;C001;COMFORT VERONA;05/03/2021;1;18N;18 NORMAL; $1.296,00 ; $1.296,00 ; $393,00 ;CABALLERO;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.296,00 ; $393,00 ; $903,00 
57772;1;D005;SERENA STORM;05/03/2021;1;22M;22 Y MEDIO; $1.585,00 ; $1.585,00 ; $459,00 ;DAMA;11;ARAGON;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.585,00 ; $459,00 ; $1.126,00 
57821;1;C002;CONFORT MILAN;05/03/2021;1;29M;29 Y MEDIO; $2.102,00 ; $2.102,00 ; $420,00 ;CABALLERO;6;PERISUR;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $2.102,00 ; $420,00 ; $1.682,00 
57823;1;D007;REFLEXION EDGE;05/03/2021;1;26M;26 Y MEDIO; $1.128,00 ; $1.128,00 ; $387,00 ;DAMA;18;LORETO;PREMIUM;PUE;PUEBLA;PUEBLA;MÉXICO; $1.128,00 ; $387,00 ; $741,00 
57825;1;D004;PANAMA;05/03/2021;4;27M;27 Y MEDIO; $1.830,00 ; $1.830,00 ; $421,00 ;DAMA;18;LORETO;PREMIUM;PUE;PUEBLA;PUEBLA;MÉXICO; $7.320,00 ; $1.684,00 ; $5.636,00 
57828;1;D003;MERLE POINT;06/03/2021;1;25M;25 Y MEDIO; $1.212,00 ; $1.212,00 ; $442,00 ;DAMA;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.212,00 ; $442,00 ; $770,00 
57845;1;D005;SERENA STORM;06/03/2021;1;23M;23 Y MEDIO; $1.865,00 ; $1.865,00 ; $459,00 ;DAMA;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.865,00 ; $459,00 ; $1.406,00 
57855;1;D002;TANGERINE;06/03/2021;1;23M;23 Y MEDIO; $1.678,00 ; $1.678,00 ; $386,00 ;DAMA;13;ANDARES;PREMIUM;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.678,00 ; $386,00 ; $1.292,00 
57863;1;D003;MERLE POINT;06/03/2021;1;23M;23 Y MEDIO; $1.357,00 ; $1.357,00 ; $442,00 ;DAMA;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.357,00 ; $442,00 ; $915,00 
57882;1;D005;SERENA STORM;06/03/2021;1;22N;22 NORMAL; $1.865,00 ; $1.865,00 ; $459,00 ;DAMA;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.865,00 ; $459,00 ; $1.406,00 
57902;1;S002;CITUAN;06/03/2021;1;22N;22 NORMAL; $1.862,00 ; $1.862,00 ; $394,00 ;DEPORTIVO;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.862,00 ; $394,00 ; $1.468,00 
57907;1;D001;SPLEND MARNA;06/03/2021;1;26N;26 NORMAL; $1.272,00 ; $1.272,00 ; $397,00 ;DAMA;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.272,00 ; $397,00 ; $875,00 
57910;1;C003;CONFORT NEW YORK;06/03/2021;1;20N;20 NORMAL; $1.866,00 ; $1.866,00 ; $396,00 ;CABALLERO;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.866,00 ; $396,00 ; $1.470,00 
57917;1;D002;TANGERINE;06/03/2021;1;19N;19 NORMAL; $1.459,00 ; $1.371,00 ; $386,00 ;DAMA;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.371,00 ; $386,00 ; $985,00 
57941;1;D006;COLORFUL SPRING;06/03/2021;1;18N;18 NORMAL; $1.333,00 ; $1.333,00 ; $380,00 ;DAMA;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.333,00 ; $380,00 ; $953,00 
57973;1;C001;COMFORT VERONA;07/03/2021;1;21M;21 Y MEDIO; $1.311,00 ; $1.311,00 ; $393,00 ;CABALLERO;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.311,00 ; $393,00 ; $918,00 
57979;1;D007;REFLEXION EDGE;07/03/2021;1;22M;22 Y MEDIO; $1.064,00 ; $1.064,00 ; $387,00 ;DAMA;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.064,00 ; $387,00 ; $677,00 
57986;1;U001;RELAX UNIVERSE;07/03/2021;4;21M;21 Y MEDIO; $801,00 ; $752,00 ; $424,00 ;UNISEX;11;ARAGON;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $3.008,00 ; $1.696,00 ; $1.312,00 
57992;1;D001;SPLEND MARNA;07/03/2021;1;22M;22 Y MEDIO; $1.361,00 ; $1.265,00 ; $397,00 ;DAMA;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.265,00 ; $397,00 ; $868,00 
58022;1;C002;CONFORT MILAN;08/03/2021;1;26M;26 Y MEDIO; $2.102,00 ; $2.102,00 ; $420,00 ;CABALLERO;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $2.102,00 ; $420,00 ; $1.682,00 
58030;1;D004;PANAMA;08/03/2021;4;25N;25 NORMAL; $1.591,00 ; $1.591,00 ; $421,00 ;DAMA;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $6.364,00 ; $1.684,00 ; $4.680,00 
58039;1;D007;REFLEXION EDGE;08/03/2021;3;24M;24 Y MEDIO; $1.064,00 ; $1.064,00 ; $387,00 ;DAMA;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $3.192,00 ; $1.161,00 ; $2.031,00 
58042;1;D006;COLORFUL SPRING;08/03/2021;1;21N;21 NORMAL; $1.333,00 ; $1.226,00 ; $380,00 ;DAMA;8;BUENAVISTA;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.226,00 ; $380,00 ; $846,00 
58045;1;C004;MIRIDIA;08/03/2021;1;27N;27 NORMAL; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
58056;1;S001;RAPTOR;08/03/2021;1;27M;27 Y MEDIO; $1.524,00 ; $1.402,00 ; $434,00 ;DEPORTIVO;16;TLAQUEPAQUE;POPULAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.402,00 ; $434,00 ; $968,00 
58078;1;S001;RAPTOR;08/03/2021;1;21N;21 NORMAL; $1.524,00 ; $1.524,00 ; $434,00 ;DEPORTIVO;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.524,00 ; $434,00 ; $1.090,00 
58082;1;C002;CONFORT MILAN;08/03/2021;1;22N;22 NORMAL; $1.844,00 ; $1.844,00 ; $420,00 ;CABALLERO;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.844,00 ; $420,00 ; $1.424,00 
58085;1;D002;TANGERINE;08/03/2021;1;25M;25 Y MEDIO; $1.328,00 ; $1.328,00 ; $386,00 ;DAMA;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.328,00 ; $386,00 ; $942,00 
58114;1;C002;CONFORT MILAN;08/03/2021;1;22N;22 NORMAL; $1.660,00 ; $1.660,00 ; $420,00 ;CABALLERO;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.660,00 ; $420,00 ; $1.240,00 
58114;2;C003;CONFORT NEW YORK;08/03/2021;1;26M;26 Y MEDIO; $1.479,00 ; $1.479,00 ; $396,00 ;CABALLERO;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.479,00 ; $396,00 ; $1.083,00 
58124;1;D005;SERENA STORM;08/03/2021;1;18M;18 Y MEDIO; $1.865,00 ; $1.865,00 ; $459,00 ;DAMA;8;BUENAVISTA;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.865,00 ; $459,00 ; $1.406,00 
58126;1;D002;TANGERINE;08/03/2021;1;27M;27 Y MEDIO; $1.678,00 ; $1.678,00 ; $386,00 ;DAMA;18;LORETO;PREMIUM;PUE;PUEBLA;PUEBLA;MÉXICO; $1.678,00 ; $386,00 ; $1.292,00 
58157;1;D004;PANAMA;08/03/2021;1;24M;24 Y MEDIO; $1.591,00 ; $1.591,00 ; $421,00 ;DAMA;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.591,00 ; $421,00 ; $1.170,00 
58195;1;D006;COLORFUL SPRING;08/03/2021;1;25N;25 NORMAL; $1.440,00 ; $1.440,00 ; $380,00 ;DAMA;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.440,00 ; $380,00 ; $1.060,00 
58201;1;C002;CONFORT MILAN;08/03/2021;1;25N;25 NORMAL; $1.660,00 ; $1.660,00 ; $420,00 ;CABALLERO;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.660,00 ; $420,00 ; $1.240,00 
58226;1;D003;MERLE POINT;08/03/2021;1;18M;18 Y MEDIO; $1.212,00 ; $1.212,00 ; $442,00 ;DAMA;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.212,00 ; $442,00 ; $770,00 
58230;1;C001;COMFORT VERONA;08/03/2021;1;24N;24 NORMAL; $1.507,00 ; $1.507,00 ; $393,00 ;CABALLERO;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.507,00 ; $393,00 ; $1.114,00 
58232;1;C001;COMFORT VERONA;09/03/2021;3;20N;20 NORMAL; $1.296,00 ; $1.296,00 ; $393,00 ;CABALLERO;1;NUEVO SUR;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $3.888,00 ; $1.179,00 ; $2.709,00 
58237;1;C001;COMFORT VERONA;09/03/2021;1;26M;26 Y MEDIO; $1.507,00 ; $1.507,00 ; $393,00 ;CABALLERO;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.507,00 ; $393,00 ; $1.114,00 
58241;1;C002;CONFORT MILAN;09/03/2021;1;23N;23 NORMAL; $2.102,00 ; $2.102,00 ; $420,00 ;CABALLERO;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $2.102,00 ; $420,00 ; $1.682,00 
58262;1;C002;CONFORT MILAN;09/03/2021;1;25N;25 NORMAL; $2.102,00 ; $2.102,00 ; $420,00 ;CABALLERO;13;ANDARES;PREMIUM;GDL;GUADALAJARA;JALISCO;MÉXICO; $2.102,00 ; $420,00 ; $1.682,00 
58270;1;D007;REFLEXION EDGE;09/03/2021;1;19M;19 Y MEDIO; $1.064,00 ; $1.064,00 ; $387,00 ;DAMA;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.064,00 ; $387,00 ; $677,00 
58289;1;S003;ULTRA-ALIVE;09/03/2021;1;24N;24 NORMAL; $1.999,00 ; $1.879,00 ; $388,00 ;DEPORTIVO;13;ANDARES;PREMIUM;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.879,00 ; $388,00 ; $1.491,00 
58312;1;D002;TANGERINE;09/03/2021;1;25M;25 Y MEDIO; $1.678,00 ; $1.678,00 ; $386,00 ;DAMA;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.678,00 ; $386,00 ; $1.292,00 
58315;1;S003;ULTRA-ALIVE;09/03/2021;1;24M;24 Y MEDIO; $1.999,00 ; $1.999,00 ; $388,00 ;DEPORTIVO;13;ANDARES;PREMIUM;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.999,00 ; $388,00 ; $1.611,00 
58329;1;C001;COMFORT VERONA;09/03/2021;1;26N;26 NORMAL; $1.311,00 ; $1.311,00 ; $393,00 ;CABALLERO;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.311,00 ; $393,00 ; $918,00 
58336;1;U001;RELAX UNIVERSE;09/03/2021;1;29M;29 Y MEDIO; $801,00 ; $801,00 ; $424,00 ;UNISEX;16;TLAQUEPAQUE;POPULAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $801,00 ; $424,00 ; $377,00 
58340;1;S001;RAPTOR;09/03/2021;1;26M;26 Y MEDIO; $1.799,00 ; $1.799,00 ; $434,00 ;DEPORTIVO;13;ANDARES;PREMIUM;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.799,00 ; $434,00 ; $1.365,00 
58341;1;C001;COMFORT VERONA;09/03/2021;1;19M;19 Y MEDIO; $1.296,00 ; $1.296,00 ; $393,00 ;CABALLERO;6;PERISUR;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.296,00 ; $393,00 ; $903,00 
58346;1;D006;COLORFUL SPRING;09/03/2021;4;27N;27 NORMAL; $1.333,00 ; $1.239,00 ; $380,00 ;DAMA;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $4.956,00 ; $1.520,00 ; $3.436,00 
58361;1;C002;CONFORT MILAN;09/03/2021;1;22N;22 NORMAL; $2.102,00 ; $2.102,00 ; $420,00 ;CABALLERO;13;ANDARES;PREMIUM;GDL;GUADALAJARA;JALISCO;MÉXICO; $2.102,00 ; $420,00 ; $1.682,00 
58380;1;C002;CONFORT MILAN;09/03/2021;1;25N;25 NORMAL; $2.102,00 ; $2.102,00 ; $420,00 ;CABALLERO;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $2.102,00 ; $420,00 ; $1.682,00 
58383;1;D004;PANAMA;09/03/2021;1;18N;18 NORMAL; $1.591,00 ; $1.591,00 ; $421,00 ;DAMA;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.591,00 ; $421,00 ; $1.170,00 
58402;1;D003;MERLE POINT;10/03/2021;1;27M;27 Y MEDIO; $1.212,00 ; $1.212,00 ; $442,00 ;DAMA;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.212,00 ; $442,00 ; $770,00 
58407;1;D006;COLORFUL SPRING;10/03/2021;1;25N;25 NORMAL; $1.240,00 ; $1.240,00 ; $380,00 ;DAMA;11;ARAGON;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.240,00 ; $380,00 ; $860,00 
58408;1;S003;ULTRA-ALIVE;10/03/2021;1;24M;24 Y MEDIO; $1.738,00 ; $1.738,00 ; $388,00 ;DEPORTIVO;8;BUENAVISTA;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.738,00 ; $388,00 ; $1.350,00 
58416;1;U001;RELAX UNIVERSE;10/03/2021;1;26N;26 NORMAL; $801,00 ; $801,00 ; $424,00 ;UNISEX;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $801,00 ; $424,00 ; $377,00 
58445;1;D002;TANGERINE;10/03/2021;1;26N;26 NORMAL; $1.678,00 ; $1.678,00 ; $386,00 ;DAMA;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.678,00 ; $386,00 ; $1.292,00 
58454;1;D001;SPLEND MARNA;10/03/2021;1;22N;22 NORMAL; $1.361,00 ; $1.361,00 ; $397,00 ;DAMA;6;PERISUR;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.361,00 ; $397,00 ; $964,00 
58455;1;D006;COLORFUL SPRING;10/03/2021;1;21M;21 Y MEDIO; $1.333,00 ; $1.239,00 ; $380,00 ;DAMA;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.239,00 ; $380,00 ; $859,00 
58458;1;D001;SPLEND MARNA;10/03/2021;1;24N;24 NORMAL; $1.196,00 ; $1.196,00 ; $397,00 ;DAMA;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.196,00 ; $397,00 ; $799,00 
58466;1;D003;MERLE POINT;10/03/2021;1;19M;19 Y MEDIO; $1.212,00 ; $1.212,00 ; $442,00 ;DAMA;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.212,00 ; $442,00 ; $770,00 
58469;1;S002;CITUAN;10/03/2021;1;27N;27 NORMAL; $1.583,00 ; $1.583,00 ; $394,00 ;DEPORTIVO;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.583,00 ; $394,00 ; $1.189,00 
58473;1;D007;REFLEXION EDGE;10/03/2021;1;23M;23 Y MEDIO; $1.064,00 ; $1.064,00 ; $387,00 ;DAMA;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.064,00 ; $387,00 ; $677,00 
58475;1;D001;SPLEND MARNA;10/03/2021;1;26N;26 NORMAL; $1.272,00 ; $1.272,00 ; $397,00 ;DAMA;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.272,00 ; $397,00 ; $875,00 
58475;2;D003;MERLE POINT;10/03/2021;1;19M;19 Y MEDIO; $1.212,00 ; $1.212,00 ; $442,00 ;DAMA;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.212,00 ; $442,00 ; $770,00 
58506;1;D006;COLORFUL SPRING;11/03/2021;1;19N;19 NORMAL; $1.333,00 ; $1.333,00 ; $380,00 ;DAMA;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.333,00 ; $380,00 ; $953,00 
58514;1;C004;MIRIDIA;11/03/2021;1;21M;21 Y MEDIO; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
58527;1;C002;CONFORT MILAN;11/03/2021;1;28M;28 Y MEDIO; $1.844,00 ; $1.844,00 ; $420,00 ;CABALLERO;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.844,00 ; $420,00 ; $1.424,00 
58532;1;C003;CONFORT NEW YORK;11/03/2021;1;25M;25 Y MEDIO; $1.681,00 ; $1.681,00 ; $396,00 ;CABALLERO;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.681,00 ; $396,00 ; $1.285,00 
58534;1;C002;CONFORT MILAN;11/03/2021;1;27N;27 NORMAL; $1.844,00 ; $1.844,00 ; $420,00 ;CABALLERO;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.844,00 ; $420,00 ; $1.424,00 
58542;1;D005;SERENA STORM;11/03/2021;1;21M;21 Y MEDIO; $1.865,00 ; $1.865,00 ; $459,00 ;DAMA;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.865,00 ; $459,00 ; $1.406,00 
58545;1;D007;REFLEXION EDGE;11/03/2021;1;25M;25 Y MEDIO; $947,00 ; $947,00 ; $387,00 ;DAMA;16;TLAQUEPAQUE;POPULAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $947,00 ; $387,00 ; $560,00 
58556;1;D007;REFLEXION EDGE;11/03/2021;1;27N;27 NORMAL; $1.064,00 ; $1.064,00 ; $387,00 ;DAMA;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.064,00 ; $387,00 ; $677,00 
